Date_of_Sale,Customer_Name,Age,Gender,Location,Laptop_Brand,Model,Processor,RAM_Size,Storage_Size,Price,Discount_Applied,Final_Price,Payment_Method,Warranty_Period,Customer_Rating,Sales_Channel
21-01-2025,Heidi Davis,64,Male,Michaelberg,Lenovo,Lenovo 956,i3,32GB,256GB SSD,23800,17,19754,Net Banking,2,3,Offline
10-01-2025,Abigail Klein,23,Other,Hillfort,Samsung,Samsung 666,Ryzen 3,8GB,1TB HDD,24930,9,22686.3,Net Banking,2,2,Offline
23-01-2025,Sarah Diaz,55,Female,Port Jillland,Dell,Dell 322,i7,16GB,256GB SSD,16830,6,15820.2,Debit Card,1,3,Offline
19-01-2025,Nichole Ortiz,40,Other,East Penny,Samsung,Samsung 780,i7,32GB,1TB SSD,21170,28,15242.4,Credit Card,2,2,Online
12-01-2025,Mark Shepherd,28,Female,Pagehaven,Acer,Acer 902,i7,4GB,512GB SSD,12030,22,9383.4,Net Banking,1,2,Online
17-01-2025,Kelly Watts,27,Female,Robertstad,HP,HP 978,Ryzen 5,32GB,1TB SSD,23680,10,21312,Cash,1,5,Offline
01-01-2025,Robert Thomas,49,Other,Ernestborough,HP,HP 360,Ryzen 5,4GB,1TB SSD,19150,17,15894.5,Credit Card,1,3,Online
11-01-2025,Kelly Chambers,18,Male,Shawnberg,HP,HP 646,i7,8GB,1TB HDD,10560,13,9187.2,UPI,1,3,Offline
18-01-2025,Beverly Wright,57,Female,Lisaberg,Apple,Apple 171,Ryzen 5,4GB,1TB SSD,18000,18,14760,UPI,1,1,Offline
05-01-2025,Brian Obrien,27,Male,Johnside,Samsung,Samsung 956,i7,4GB,1TB SSD,22510,13,19583.7,Net Banking,2,1,Offline
17-01-2025,David Miller,26,Male,East Mitchellland,Lenovo,Lenovo 271,Ryzen 7,8GB,1TB HDD,18160,25,13620,Net Banking,1,5,Offline
20-01-2025,Christopher Roberts,59,Other,Johnsonchester,Samsung,Samsung 205,i5,4GB,1TB HDD,22210,16,18656.4,UPI,2,1,Offline
01-01-2025,Laura Oneill,53,Male,Andreaside,Acer,Acer 879,Ryzen 5,32GB,1TB HDD,3980,19,3223.8,UPI,1,1,Online
03-01-2025,Samantha Smith,22,Female,Kristenbury,Samsung,Samsung 494,Ryzen 3,32GB,1TB SSD,6410,29,4551.1,Net Banking,2,5,Online
05-01-2025,Joseph Burke,61,Male,East Debbie,MSI,MSI 223,Ryzen 7,32GB,1TB SSD,24970,20,19976,Cash,2,3,Offline
14-01-2025,Elizabeth Browning,23,Other,East Katherine,Samsung,Samsung 892,i3,8GB,256GB SSD,11290,12,9935.2,Cash,2,2,Online
01-01-2025,Dawn Bush,24,Female,South Johnburgh,Acer,Acer 308,Ryzen 7,4GB,256GB SSD,12450,29,8839.5,Credit Card,1,3,Offline
12-01-2025,Amy Wong,29,Male,Cookville,Samsung,Samsung 378,Ryzen 5,8GB,1TB HDD,8940,9,8135.4,Credit Card,2,2,Offline
11-01-2025,Crystal Hughes,19,Male,West Faith,Dell,Dell 412,Ryzen 7,4GB,1TB SSD,15500,8,14260,Cash,3,1,Online
06-01-2025,Meredith Ballard,47,Female,New Tamara,Lenovo,Lenovo 560,Ryzen 7,32GB,512GB SSD,9400,24,7144,UPI,1,5,Online
18-01-2025,Timothy Jones,35,Other,Juliemouth,HP,HP 413,i7,8GB,256GB SSD,13430,6,12624.2,Credit Card,1,3,Offline
22-01-2025,Erica Robinson,30,Other,West Ronaldside,MSI,MSI 850,Ryzen 7,16GB,1TB SSD,16130,18,13226.6,UPI,1,5,Offline
01-01-2025,William Webb,42,Male,Melindachester,Acer,Acer 122,i5,16GB,1TB HDD,13770,0,13770,Net Banking,1,1,Online
05-01-2025,Sergio Davila,29,Female,Jimmychester,Samsung,Samsung 957,i7,32GB,1TB SSD,5800,5,5510,Credit Card,1,4,Online
06-01-2025,Mary Lamb,41,Female,Bethborough,Samsung,Samsung 350,Ryzen 5,32GB,512GB SSD,13620,2,13347.6,Debit Card,3,4,Online
09-01-2025,Elizabeth Mathis,36,Female,Jamesland,Samsung,Samsung 969,i5,4GB,1TB SSD,7230,3,7013.1,Credit Card,1,3,Offline
18-01-2025,Chad Kerr,39,Female,Evansview,Lenovo,Lenovo 674,Ryzen 3,8GB,512GB SSD,15170,2,14866.6,Net Banking,3,2,Offline
02-01-2025,Ronald Jensen,20,Female,New Wayneborough,MSI,MSI 473,Ryzen 3,16GB,1TB SSD,19070,26,14111.8,Net Banking,1,4,Online
02-01-2025,Ashley Mccormick,22,Male,North Shannonfort,Acer,Acer 148,i3,8GB,512GB SSD,19240,11,17123.6,Debit Card,2,2,Offline
08-01-2025,Dean Larson,52,Female,Lake Laurenfort,Dell,Dell 354,Ryzen 3,16GB,512GB SSD,12880,7,11978.4,UPI,2,3,Online
16-01-2025,John Whitney,50,Female,East Kimberly,Samsung,Samsung 825,i7,4GB,256GB SSD,12770,6,12003.8,UPI,2,2,Offline
17-01-2025,Susan Harrington,62,Other,Port Shawn,HP,HP 873,i7,8GB,512GB SSD,23350,13,20314.5,Debit Card,3,5,Offline
07-01-2025,Kathleen Merritt,61,Other,Jacksonstad,Asus,Asus 179,i7,8GB,512GB SSD,22760,24,17297.6,Credit Card,2,5,Offline
08-01-2025,Melissa Vega,24,Male,Colliertown,HP,HP 950,Ryzen 7,8GB,1TB HDD,12060,30,8442,Net Banking,2,1,Online
18-01-2025,Jason Atkins,41,Other,East Christopherchester,Acer,Acer 466,Ryzen 3,32GB,1TB HDD,4020,30,2814,Debit Card,3,5,Offline
01-01-2025,Adam Young,60,Other,Grantmouth,Dell,Dell 896,i3,4GB,256GB SSD,6000,17,4980,Credit Card,3,3,Offline
08-01-2025,Thomas Walker,28,Other,Ramirezshire,Asus,Asus 672,Ryzen 5,8GB,256GB SSD,24900,4,23904,Credit Card,1,4,Online
10-01-2025,Edward Vargas,50,Female,Smithside,Samsung,Samsung 701,Ryzen 5,4GB,1TB SSD,15170,10,13653,Net Banking,1,3,Online
11-01-2025,Jody Stein,46,Male,New Gregoryfurt,Lenovo,Lenovo 162,i3,8GB,256GB SSD,20160,6,18950.4,Debit Card,3,4,Offline
09-01-2025,Jonathan Davidson,21,Male,Transtad,Apple,Apple 250,Ryzen 3,16GB,512GB SSD,6600,15,5610,Cash,3,2,Offline
22-01-2025,Rachel Carter,22,Male,Jonesmouth,Asus,Asus 811,i3,4GB,512GB SSD,9920,11,8828.8,UPI,1,2,Online
02-01-2025,Deborah Valdez,63,Other,Port James,Lenovo,Lenovo 148,Ryzen 5,8GB,512GB SSD,10950,6,10293,UPI,2,2,Offline
12-01-2025,Dr. Sydney Roberts,34,Male,North Kayla,Acer,Acer 110,i3,4GB,1TB SSD,14430,25,10822.5,Debit Card,2,5,Offline
11-01-2025,Tanya Perez,62,Female,Vegatown,Samsung,Samsung 344,Ryzen 5,8GB,512GB SSD,11700,12,10296,Net Banking,1,4,Online
23-01-2025,Kimberly Jennings,64,Other,Jessicaton,Dell,Dell 798,Ryzen 5,16GB,1TB SSD,3770,10,3393,Debit Card,2,3,Offline
19-01-2025,Jennifer Butler,49,Female,New Janetshire,HP,HP 118,i3,8GB,1TB SSD,16940,23,13043.8,Net Banking,3,5,Offline
12-01-2025,Mary Miller,52,Female,Port Loriberg,Samsung,Samsung 658,i3,4GB,1TB SSD,14510,19,11753.1,Credit Card,1,3,Online
10-01-2025,Timothy George,65,Other,Port Seth,MSI,MSI 992,Ryzen 3,16GB,512GB SSD,19160,28,13795.2,Net Banking,2,2,Offline
07-01-2025,Kimberly Erickson,28,Other,South Alexandraside,Samsung,Samsung 232,Ryzen 3,16GB,1TB SSD,11870,3,11513.9,Cash,1,5,Online
03-01-2025,Susan Hall,22,Male,Nataliestad,Lenovo,Lenovo 671,Ryzen 3,4GB,1TB SSD,9440,26,6985.6,Net Banking,2,4,Online
01-01-2025,Christopher Frank,28,Male,West Andreachester,Asus,Asus 376,i7,32GB,512GB SSD,19490,27,14227.7,Debit Card,3,5,Offline
05-01-2025,James Brown,44,Other,New Amanda,HP,HP 715,Ryzen 3,32GB,1TB SSD,11060,30,7742,Debit Card,1,2,Online
09-01-2025,Michael Mcdowell,38,Other,Leahbury,Acer,Acer 935,i7,32GB,1TB SSD,13550,17,11246.5,UPI,2,1,Offline
20-01-2025,Raymond Key,41,Other,Garrettstad,MSI,MSI 686,Ryzen 7,16GB,1TB HDD,20450,9,18609.5,Cash,1,1,Online
09-01-2025,Adam Ho,53,Male,Mirandaborough,Asus,Asus 426,i3,32GB,1TB HDD,5410,26,4003.4,Debit Card,1,3,Online
19-01-2025,Mr. Walter Deleon,45,Female,Lake Danielside,Dell,Dell 645,i7,16GB,1TB HDD,6700,9,6097,Cash,2,4,Online
23-01-2025,Allison Stewart,53,Male,Sharpport,MSI,MSI 135,Ryzen 7,16GB,1TB SSD,4870,10,4383,Debit Card,2,4,Offline
07-01-2025,Brandon Le,55,Female,Markport,Samsung,Samsung 665,Ryzen 7,4GB,1TB SSD,18970,14,16314.2,Debit Card,1,3,Online
15-01-2025,Jacqueline Morse,27,Female,Port Carlport,Samsung,Samsung 946,Ryzen 5,16GB,1TB SSD,4650,10,4185,Credit Card,3,2,Offline
18-01-2025,Emily Bennett,39,Male,East Eric,Asus,Asus 563,i5,4GB,512GB SSD,13300,20,10640,Credit Card,3,5,Offline
03-01-2025,Matthew Phillips,31,Female,Beckyside,Apple,Apple 542,i5,32GB,512GB SSD,16330,23,12574.1,Net Banking,3,1,Online
09-01-2025,Dawn Hodge,42,Male,Larryshire,Asus,Asus 523,Ryzen 7,32GB,1TB HDD,14520,16,12196.8,Credit Card,3,1,Online
21-01-2025,Dale Nguyen,48,Male,West Kathryn,Samsung,Samsung 644,i5,4GB,256GB SSD,22540,13,19609.8,UPI,1,5,Online
18-01-2025,Jennifer Murphy,43,Female,Brockmouth,Asus,Asus 242,i7,32GB,1TB HDD,3840,15,3264,Credit Card,1,5,Online
19-01-2025,Cynthia Harris,40,Other,Halltown,Samsung,Samsung 209,i5,8GB,512GB SSD,24040,15,20434,UPI,2,2,Online
06-01-2025,Sandy Torres,19,Female,Cartertown,MSI,MSI 579,i7,4GB,512GB SSD,15250,21,12047.5,Debit Card,1,3,Offline
18-01-2025,Christopher Coleman,35,Other,Thompsonmouth,Lenovo,Lenovo 679,i3,32GB,512GB SSD,4820,0,4820,Cash,2,3,Offline
18-01-2025,Jeffrey Carlson,54,Female,Lake Christopher,Dell,Dell 386,i3,16GB,1TB SSD,13370,30,9359,Debit Card,3,5,Online
18-01-2025,Donald Mcdonald,27,Male,Alyssaborough,Asus,Asus 833,Ryzen 5,32GB,1TB SSD,24990,4,23990.4,Cash,1,4,Online
11-01-2025,Craig Robertson,58,Female,Matthewton,Lenovo,Lenovo 853,Ryzen 5,8GB,1TB SSD,4290,15,3646.5,Debit Card,2,5,Offline
18-01-2025,John Jones,48,Female,East Breanna,Acer,Acer 765,Ryzen 5,4GB,256GB SSD,22560,8,20755.2,Cash,3,2,Offline
11-01-2025,Mr. Ronald Ruiz DDS,46,Other,Lake Tyler,Apple,Apple 603,i3,16GB,1TB HDD,10810,23,8323.7,Credit Card,2,4,Online
16-01-2025,Zachary Hill,36,Male,Robertsside,Acer,Acer 961,i7,16GB,1TB SSD,20850,23,16054.5,Credit Card,3,1,Offline
19-01-2025,James Martinez,23,Female,Stephaniebury,Apple,Apple 342,i3,8GB,1TB HDD,23910,4,22953.6,Cash,3,1,Online
10-01-2025,Bryan Watson,20,Male,West Michaelchester,Samsung,Samsung 250,Ryzen 7,16GB,1TB SSD,16770,5,15931.5,Debit Card,2,2,Offline
07-01-2025,Paul Martinez,36,Other,West Johnmouth,Lenovo,Lenovo 221,i7,8GB,512GB SSD,11800,1,11682,Credit Card,1,4,Offline
11-01-2025,Cody Washington,24,Female,Shaunville,Asus,Asus 948,i3,16GB,1TB HDD,6180,4,5932.8,UPI,3,5,Offline
13-01-2025,Deborah Schmidt,53,Male,Morganborough,Dell,Dell 211,i7,32GB,512GB SSD,7720,8,7102.4,Debit Card,2,4,Online
15-01-2025,Katherine Davis,37,Male,New Joseph,Apple,Apple 841,i3,16GB,1TB HDD,19520,6,18348.8,UPI,3,3,Online
01-01-2025,Michael Moore,23,Male,Marciaborough,HP,HP 606,Ryzen 5,8GB,256GB SSD,21800,15,18530,Credit Card,2,4,Online
09-01-2025,Maria Hall,57,Female,South Ronaldstad,Asus,Asus 296,i5,8GB,1TB HDD,20190,11,17969.1,Net Banking,1,2,Offline
06-01-2025,Jacob Crosby,19,Male,North Christinachester,Apple,Apple 849,Ryzen 5,16GB,1TB HDD,10560,30,7392,Cash,2,5,Online
21-01-2025,Dustin Reed,50,Other,Stevensmouth,Acer,Acer 610,Ryzen 7,8GB,1TB SSD,22610,1,22383.9,Net Banking,3,2,Online
21-01-2025,Melissa Flores,52,Female,Annamouth,Lenovo,Lenovo 310,Ryzen 7,8GB,256GB SSD,18400,19,14904,Net Banking,3,3,Offline
20-01-2025,Karen Adams,53,Male,New Stephanie,MSI,MSI 975,Ryzen 7,16GB,1TB HDD,7690,20,6152,Debit Card,2,3,Offline
13-01-2025,David Wheeler,59,Female,Lake Monica,Apple,Apple 242,Ryzen 5,32GB,1TB HDD,12170,22,9492.6,Debit Card,3,4,Online
12-01-2025,Amy Williams,22,Male,Smithfurt,Apple,Apple 447,Ryzen 3,8GB,1TB SSD,20340,23,15661.8,Cash,3,4,Offline
02-01-2025,David Cooper,45,Other,Jimmytown,MSI,MSI 978,Ryzen 7,8GB,512GB SSD,22110,14,19014.6,UPI,2,1,Offline
12-01-2025,Randy Thomas,40,Male,Leview,Lenovo,Lenovo 871,i7,16GB,256GB SSD,11510,12,10128.8,Debit Card,3,5,Offline
23-01-2025,Robert Mccullough,36,Female,East Jessica,Acer,Acer 594,Ryzen 5,8GB,1TB SSD,3260,18,2673.2,Debit Card,3,4,Online
17-01-2025,Jason Brown,27,Other,Lake Jacqueline,HP,HP 202,Ryzen 7,16GB,1TB HDD,11960,26,8850.4,Debit Card,3,2,Offline
02-01-2025,Julie Gutierrez,61,Other,Aprilberg,MSI,MSI 952,Ryzen 7,16GB,256GB SSD,17130,21,13532.7,Debit Card,2,4,Online
12-01-2025,Grant Brown,51,Male,Stewartbury,Dell,Dell 136,i3,8GB,256GB SSD,4030,24,3062.8,Net Banking,2,1,Offline
19-01-2025,Holly Reyes,59,Other,Gonzalezfurt,Dell,Dell 109,Ryzen 5,4GB,256GB SSD,12150,2,11907,Debit Card,3,1,Online
05-01-2025,Darius Stevens,56,Other,New Catherineview,Acer,Acer 927,Ryzen 7,16GB,1TB SSD,13430,12,11818.4,Debit Card,1,4,Offline
12-01-2025,Edgar Carpenter,20,Female,Mitchellport,MSI,MSI 348,Ryzen 5,32GB,512GB SSD,6580,16,5527.2,Net Banking,1,3,Offline
16-01-2025,Olivia Benjamin,38,Female,Jonathanborough,Samsung,Samsung 112,Ryzen 3,4GB,1TB SSD,23480,1,23245.2,UPI,2,1,Online
05-01-2025,Cole Ferguson,28,Other,Nelsonport,Samsung,Samsung 680,i3,4GB,256GB SSD,23100,22,18018,Net Banking,1,1,Offline
08-01-2025,Nicole Fernandez,32,Male,North Jonathon,Acer,Acer 428,Ryzen 7,4GB,512GB SSD,13180,3,12784.6,UPI,1,2,Online
12-01-2025,Timothy Snyder,61,Other,New Renee,Asus,Asus 301,i5,8GB,256GB SSD,6740,5,6403,Net Banking,3,3,Online
20-01-2025,Kenneth Fox,56,Male,Benjaminfurt,Dell,Dell 855,i3,4GB,512GB SSD,23990,8,22070.8,Credit Card,1,4,Online
06-01-2025,Dr. Michael Cox,34,Other,West Keith,Acer,Acer 502,Ryzen 7,32GB,1TB SSD,17960,5,17062,Net Banking,3,5,Online
16-01-2025,David Phillips,43,Other,East Kennethfort,HP,HP 928,i7,16GB,512GB SSD,12720,17,10557.6,Debit Card,3,1,Online
10-01-2025,Deborah Hammond,62,Female,Markborough,HP,HP 710,Ryzen 5,4GB,1TB SSD,3140,20,2512,Credit Card,1,3,Offline
12-01-2025,Taylor Barber,46,Male,Amyhaven,Samsung,Samsung 405,Ryzen 7,16GB,512GB SSD,13620,15,11577,Cash,1,1,Online
07-01-2025,Justin Green,53,Other,Hughesshire,HP,HP 390,i7,16GB,256GB SSD,17460,13,15190.2,UPI,3,2,Online
10-01-2025,Jessica Cruz,35,Female,South Steven,MSI,MSI 411,i5,16GB,1TB HDD,8900,22,6942,UPI,1,5,Offline
21-01-2025,Patricia Flores,26,Other,West Kara,Dell,Dell 904,Ryzen 7,4GB,1TB HDD,9270,21,7323.3,UPI,3,3,Online
23-01-2025,Edward Walker,58,Other,Riosshire,HP,HP 292,Ryzen 7,32GB,256GB SSD,22640,15,19244,Debit Card,1,3,Online
10-01-2025,Maria Lee,35,Female,New Claudiaville,Lenovo,Lenovo 292,i5,32GB,1TB HDD,16130,25,12097.5,Cash,1,1,Online
04-01-2025,Mary May,45,Other,Schneiderton,Samsung,Samsung 483,Ryzen 5,16GB,512GB SSD,17270,15,14679.5,Debit Card,2,5,Offline
06-01-2025,Julie Sutton,54,Other,New Christopher,Samsung,Samsung 527,i7,4GB,256GB SSD,19160,18,15711.2,Net Banking,2,4,Online
06-01-2025,Misty Schaefer,44,Female,East Wendytown,Acer,Acer 781,i5,8GB,1TB SSD,3390,2,3322.2,UPI,1,3,Online
10-01-2025,Anne Williams,65,Male,Jefffort,Asus,Asus 899,i3,32GB,1TB SSD,16450,15,13982.5,Cash,2,1,Online
02-01-2025,Patricia Combs,41,Other,East Cassandrashire,Samsung,Samsung 487,Ryzen 3,8GB,1TB SSD,5040,28,3628.8,Cash,1,1,Online
04-01-2025,Kevin Davis,28,Male,Osbornside,MSI,MSI 890,i5,16GB,512GB SSD,20960,16,17606.4,Net Banking,1,1,Online
05-01-2025,Molly Walker,25,Other,West Ashleytown,Lenovo,Lenovo 899,Ryzen 7,4GB,1TB SSD,21260,16,17858.4,Credit Card,1,2,Online
10-01-2025,Julia Garcia,24,Female,Claytonstad,Acer,Acer 685,i7,32GB,1TB HDD,6180,26,4573.2,Net Banking,1,3,Online
13-01-2025,Kristy Martin,31,Male,Anthonyfurt,Samsung,Samsung 911,i3,16GB,1TB SSD,4670,3,4529.9,Credit Card,3,5,Offline
22-01-2025,Matthew Cowan,28,Female,New Zachary,Acer,Acer 164,i3,4GB,512GB SSD,22760,23,17525.2,Debit Card,1,2,Online
06-01-2025,Ryan Gross,41,Male,Schmittshire,MSI,MSI 876,Ryzen 5,4GB,1TB HDD,20580,24,15640.8,Cash,3,1,Offline
12-01-2025,Jamie Michael MD,63,Female,New Richard,Acer,Acer 342,Ryzen 7,8GB,1TB SSD,11470,3,11125.9,UPI,1,3,Online
17-01-2025,Cynthia Burke,58,Male,New Amandatown,Acer,Acer 834,i7,8GB,1TB HDD,7300,11,6497,Debit Card,3,3,Online
02-01-2025,Kimberly Hays,29,Female,South Vincentside,Dell,Dell 715,Ryzen 3,16GB,512GB SSD,19170,0,19170,Net Banking,2,3,Online
20-01-2025,Andrew Taylor,25,Male,Durhamfurt,Lenovo,Lenovo 754,Ryzen 7,4GB,1TB SSD,12780,14,10990.8,Net Banking,2,1,Offline
19-01-2025,Jenna Schultz,29,Male,North Jeffery,Asus,Asus 233,i5,4GB,1TB HDD,11220,7,10434.6,Credit Card,3,1,Online
17-01-2025,Amanda Martinez,32,Male,New William,Asus,Asus 130,i7,32GB,512GB SSD,22230,15,18895.5,Debit Card,2,3,Online
01-01-2025,Diane Brown,64,Other,East Laurenland,Acer,Acer 534,Ryzen 7,16GB,512GB SSD,20720,15,17612,UPI,3,5,Online
03-01-2025,Michael Hernandez,39,Other,New Zacharyhaven,HP,HP 736,Ryzen 5,4GB,1TB SSD,21110,29,14988.1,Debit Card,2,4,Online
04-01-2025,Russell Myers,45,Male,Robertfort,Asus,Asus 711,i5,32GB,1TB SSD,9550,9,8690.5,UPI,2,3,Online
23-01-2025,William Perry,40,Male,West Ianbury,MSI,MSI 505,i3,32GB,256GB SSD,15530,16,13045.2,Cash,3,3,Online
10-01-2025,John Cruz,53,Female,Jenkinsport,HP,HP 987,i7,32GB,1TB SSD,10960,30,7672,Net Banking,3,5,Offline
10-01-2025,Bryan Cruz,42,Male,Port Janicemouth,HP,HP 863,i5,16GB,512GB SSD,6780,23,5220.6,Net Banking,2,3,Online
07-01-2025,Marvin Brewer,59,Male,North Stephanie,HP,HP 100,Ryzen 5,8GB,512GB SSD,17890,12,15743.2,Debit Card,2,5,Online
20-01-2025,Susan Hernandez,65,Female,South Amanda,Samsung,Samsung 642,Ryzen 5,4GB,256GB SSD,19810,29,14065.1,Debit Card,1,2,Offline
04-01-2025,Frank Johnson,26,Male,South Kimberlyton,HP,HP 778,i5,16GB,512GB SSD,14080,28,10137.6,Credit Card,2,3,Offline
01-01-2025,Katherine Romero,18,Female,North Tiffany,Apple,Apple 875,i3,4GB,256GB SSD,10180,10,9162,Cash,2,4,Offline
09-01-2025,Jeffrey Perry,44,Male,Stevensport,HP,HP 316,Ryzen 5,8GB,1TB HDD,12820,1,12691.8,Credit Card,3,2,Online
18-01-2025,Jessica Chan,31,Other,East Angie,Asus,Asus 705,Ryzen 3,16GB,1TB SSD,22420,16,18832.8,Cash,2,4,Online
09-01-2025,Rachel Rivera,28,Female,South Joshua,MSI,MSI 468,i3,16GB,512GB SSD,15740,23,12119.8,Credit Card,1,1,Online
02-01-2025,Maria Patterson,19,Female,Wallertown,HP,HP 624,i3,8GB,1TB SSD,19660,27,14351.8,Debit Card,1,4,Offline
07-01-2025,Phillip Martinez,23,Male,Mullinsville,Apple,Apple 875,i3,4GB,256GB SSD,21470,8,19752.4,UPI,1,5,Online
20-01-2025,Alexis Lopez,34,Female,Lake Rhonda,Samsung,Samsung 326,i3,4GB,256GB SSD,6230,23,4797.1,Credit Card,2,1,Online
02-01-2025,Charles Cortez,18,Other,West Barryport,Asus,Asus 698,Ryzen 3,8GB,1TB SSD,4790,12,4215.2,Credit Card,1,3,Offline
13-01-2025,Joe Dominguez,40,Male,New Katelyn,Asus,Asus 165,i5,8GB,512GB SSD,8450,13,7351.5,Net Banking,2,1,Online
03-01-2025,Denise Haney,25,Female,New Kristinmouth,Dell,Dell 934,Ryzen 7,16GB,1TB SSD,15080,19,12214.8,Credit Card,2,3,Offline
11-01-2025,Mark Russell,49,Male,Washingtonborough,Acer,Acer 745,i5,16GB,256GB SSD,10180,0,10180,Credit Card,2,3,Offline
06-01-2025,Sabrina Knight,50,Male,North Patrick,Acer,Acer 326,Ryzen 3,16GB,1TB SSD,23750,23,18287.5,UPI,3,5,Offline
10-01-2025,Kimberly Clarke,58,Female,North William,Acer,Acer 894,i5,4GB,512GB SSD,21480,16,18043.2,Cash,1,1,Offline
16-01-2025,Vincent Garrett,39,Female,Tracystad,HP,HP 741,Ryzen 5,16GB,256GB SSD,9740,0,9740,UPI,2,1,Online
06-01-2025,Gregory Decker,37,Female,Port Bruce,Samsung,Samsung 535,Ryzen 5,8GB,1TB HDD,15530,2,15219.4,Debit Card,3,2,Offline
20-01-2025,Mr. Kevin Smith,61,Female,Martinside,Dell,Dell 589,Ryzen 3,4GB,1TB HDD,11320,30,7924,Cash,3,2,Offline
19-01-2025,Sandra Jackson,64,Other,North Robertbury,Acer,Acer 552,Ryzen 3,16GB,256GB SSD,16930,9,15406.3,Net Banking,2,4,Offline
06-01-2025,Luis Heath,59,Female,North Gloria,Lenovo,Lenovo 183,i5,32GB,1TB SSD,24310,4,23337.6,Debit Card,2,2,Offline
07-01-2025,Crystal Allen,64,Male,East Jessicatown,Lenovo,Lenovo 940,Ryzen 3,16GB,256GB SSD,15820,20,12656,Credit Card,2,1,Offline
21-01-2025,Timothy Sandoval,48,Other,Port Matthewchester,Lenovo,Lenovo 260,i5,8GB,1TB SSD,7500,6,7050,Cash,1,3,Online
14-01-2025,Kathryn Gregory,61,Male,North Arthur,Apple,Apple 659,Ryzen 3,8GB,1TB HDD,3210,30,2247,Debit Card,2,2,Offline
07-01-2025,Kimberly Banks,42,Male,Gonzalezfort,Asus,Asus 254,i5,16GB,512GB SSD,12080,4,11596.8,Net Banking,2,3,Online
04-01-2025,Pam Thompson,62,Male,Bethanyfort,Apple,Apple 533,Ryzen 7,4GB,1TB SSD,17250,19,13972.5,Cash,3,1,Online
03-01-2025,Jennifer Francis,22,Male,Lake Timothyview,MSI,MSI 126,i3,8GB,1TB HDD,3580,24,2720.8,Debit Card,2,1,Offline
20-01-2025,Aaron Phillips,18,Other,South Corytown,Apple,Apple 581,Ryzen 5,4GB,1TB HDD,21190,22,16528.2,UPI,3,5,Offline
05-01-2025,Veronica Cohen,40,Other,Rodriguezmouth,Asus,Asus 909,Ryzen 7,8GB,256GB SSD,4830,21,3815.7,Cash,1,1,Offline
16-01-2025,John Thomas,32,Female,Christinaborough,Asus,Asus 290,i5,4GB,512GB SSD,12870,27,9395.1,UPI,3,4,Offline
05-01-2025,Alexander Gardner,50,Female,North Elizabeth,Dell,Dell 339,Ryzen 5,16GB,256GB SSD,14510,8,13349.2,Cash,2,1,Online
15-01-2025,Joshua Henry,23,Female,North Abigailfurt,Lenovo,Lenovo 251,Ryzen 5,4GB,256GB SSD,4960,9,4513.6,Debit Card,1,5,Online
03-01-2025,Nicole Harding,56,Female,North Sarah,Dell,Dell 602,i5,8GB,256GB SSD,10490,11,9336.1,Net Banking,3,4,Offline
21-01-2025,Sandra Brooks,27,Male,North Arthurfort,MSI,MSI 229,i3,16GB,256GB SSD,9320,8,8574.4,Cash,3,5,Online
18-01-2025,Jonathan Meyer,59,Female,New Meghan,Apple,Apple 208,Ryzen 3,4GB,256GB SSD,16120,4,15475.2,Debit Card,1,1,Offline
11-01-2025,Melinda Le,23,Female,Port Michael,Apple,Apple 570,Ryzen 3,32GB,1TB HDD,17710,25,13282.5,Cash,1,3,Online
02-01-2025,Steven Alexander,35,Male,Christineview,Asus,Asus 982,i7,32GB,1TB HDD,16240,15,13804,Net Banking,1,3,Offline
09-01-2025,Michael Ramos,60,Male,West Brenda,Samsung,Samsung 435,i5,8GB,256GB SSD,21230,1,21017.7,Debit Card,2,2,Offline
02-01-2025,Katherine Smith,52,Female,South Rachel,Apple,Apple 253,i7,8GB,256GB SSD,20710,27,15118.3,Net Banking,1,1,Online
22-01-2025,Joseph Bentley,64,Other,Christieberg,Acer,Acer 805,Ryzen 7,32GB,256GB SSD,3830,16,3217.2,Net Banking,1,2,Offline
13-01-2025,Joshua Davis,56,Male,Lake Jefferychester,Acer,Acer 112,Ryzen 7,32GB,1TB SSD,13530,4,12988.8,UPI,1,3,Offline
18-01-2025,Zachary Turner,60,Male,Lake Robert,Samsung,Samsung 445,i7,8GB,512GB SSD,13420,3,13017.4,Cash,3,4,Online
06-01-2025,John Jackson,56,Other,Aprilmouth,Asus,Asus 854,Ryzen 7,4GB,1TB HDD,18270,20,14616,Debit Card,3,5,Offline
07-01-2025,Billy Jenkins,54,Other,Ramostown,Samsung,Samsung 457,Ryzen 7,8GB,1TB HDD,22010,6,20689.4,Net Banking,2,5,Offline
03-01-2025,Dr. Daniel Luna,65,Female,Charlesshire,MSI,MSI 165,i3,8GB,256GB SSD,22600,12,19888,Credit Card,2,5,Offline
03-01-2025,Taylor Ellis,65,Other,Morgantown,Dell,Dell 378,Ryzen 7,32GB,256GB SSD,21300,5,20235,Cash,3,3,Online
07-01-2025,Laura Williams DVM,18,Female,Lisaport,Samsung,Samsung 847,Ryzen 7,32GB,1TB HDD,17370,21,13722.3,UPI,1,3,Online
11-01-2025,Mark Haynes,28,Male,West Michael,HP,HP 636,Ryzen 3,8GB,512GB SSD,16640,23,12812.8,Net Banking,2,5,Online
